[2025-02-22 22:15:06,694] [INFO] STARTUP: Application starting
[2025-02-22 23:56:13,480] [INFO] Admin button pressed
[2025-02-22 23:56:13,484] [INFO] Calling admin callback
[2025-02-22 23:56:14,224] [DEBUG] Received from Arduino: ADMIN:1
[2025-02-22 23:56:14,224] [INFO] Admin button pressed
[2025-02-22 23:56:14,225] [INFO] Calling admin callback
[2025-02-22 23:56:14,843] [DEBUG] Received from Arduino: ADMIN:1
[2025-02-22 23:56:14,844] [INFO] Admin button pressed
[2025-02-22 23:56:14,845] [INFO] Calling admin callback
[2025-02-22 23:56:15,550] [DEBUG] Received from Arduino: ADMIN:1
[2025-02-22 23:56:15,551] [INFO] Admin button pressed
[2025-02-22 23:56:15,555] [INFO] Calling admin callback
[2025-02-22 23:56:16,175] [DEBUG] Received from Arduino: ADMIN:1
[2025-02-22 23:56:16,176] [INFO] Admin button pressed
[2025-02-22 23:56:16,177] [INFO] Calling admin callback
[2025-02-22 23:56:17,122] [DEBUG] Received from Arduino: ADMIN:1
[2025-02-22 23:56:17,122] [INFO] Admin button pressed
[2025-02-22 23:56:17,122] [INFO] Calling admin callback
[2025-02-22 23:56:17,895] [DEBUG] Received from Arduino: ADMIN:1
[2025-02-22 23:56:17,895] [INFO] Admin button pressed
[2025-02-22 23:56:17,896] [INFO] Calling admin callback
[2025-02-22 23:56:18,522] [DEBUG] Received from Arduino: ADMIN:1
[2025-02-22 23:56:18,523] [INFO] Admin button pressed
[2025-02-22 23:56:18,524] [INFO] Calling admin callback
[2025-02-22 23:56:19,100] [DEBUG] Received from Arduino: ADMIN:1
[2025-02-22 23:56:19,100] [INFO] Admin button pressed
[2025-02-22 23:56:19,101] [INFO] Calling admin callback
[2025-02-22 23:56:19,664] [DEBUG] Received from Arduino: ADMIN:1
[2025-02-22 23:56:19,665] [INFO] Admin button pressed
[2025-02-22 23:56:19,666] [INFO] Calling admin callback
[2025-02-22 23:56:20,315] [DEBUG] Received from Arduino: ADMIN:1
[2025-02-22 23:56:20,315] [INFO] Admin button pressed
[2025-02-22 23:56:20,316] [INFO] Calling admin callback
[2025-02-22 23:56:21,195] [DEBUG] Received from Arduino: ADMIN:1
[2025-02-22 23:56:21,196] [INFO] Admin button pressed
[2025-02-22 23:56:21,197] [INFO] Calling admin callback
[2025-02-22 23:56:21,702] [DEBUG] Received from Arduino: ADMIN:1
[2025-02-22 23:56:21,703] [INFO] Admin button pressed
[2025-02-22 23:56:21,704] [INFO] Calling admin callback
[2025-02-22 23:56:43,367] [DEBUG] Received from Arduino: ADMIN:1
[2025-02-22 23:56:43,368] [INFO] Admin button pressed
[2025-02-22 23:56:43,369] [INFO] Calling admin callback
[2025-02-22 23:57:27,008] [DEBUG] Received from Arduino: ADMIN:1
[2025-02-22 23:57:27,008] [INFO] Admin button pressed
[2025-02-22 23:57:27,009] [INFO] Calling admin callback
[2025-02-22 23:58:12,085] [INFO] PAYMENT: Coin acceptor ready via Arduino
[2025-02-22 23:58:27,381] [DEBUG] Received from Arduino: COIN:10
[2025-02-22 23:58:27,381] [INFO] Coin detected: 10
[2025-02-22 23:58:34,785] [DEBUG] Received from Arduino: COIN:10
[2025-02-22 23:58:34,785] [INFO] Coin detected: 10
[2025-02-22 23:58:41,982] [DEBUG] Received from Arduino: COIN:10
[2025-02-22 23:58:41,982] [INFO] Coin detected: 10
[2025-02-22 23:58:44,093] [INFO] NAVIGATION: Proceeding to printing with 1 copies
[2025-02-22 23:58:44,287] [INFO] Printer status: {'code': 0, 'ready': True, 'details': {}}
[2025-02-22 23:58:44,289] [INFO] Printing PDF: C:/Users/Waren/Downloads/Chapter II - Guide for Embedded Systems Project - TECHNICAL BACKGROUND.pdf
[2025-02-22 23:58:44,290] [INFO] Print command: C:\Users\Waren\AppData\Local\SumatraPDF\SumatraPDF.exe -print-to EPSON L120 Series -print-settings copies=1 C:/Users/Waren/Downloads/Chapter II - Guide for Embedded Systems Project - TECHNICAL BACKGROUND.pdf
[2025-02-22 23:58:50,519] [INFO] PRINT_JOB: Chapter II - Guide for Embedded Systems Project - TECHNICAL BACKGROUND.pdf, 1 copies, 0 pages
[2025-02-22 23:58:50,524] [INFO] Print command sent successfully
[2025-02-22 23:59:07,802] [DEBUG] Received from Arduino: ADMIN:1
[2025-02-22 23:59:07,802] [INFO] Admin button pressed
[2025-02-22 23:59:07,803] [INFO] Calling admin callback
[2025-02-23 00:00:21,341] [DEBUG] Received from Arduino: ADMIN:1
[2025-02-23 00:00:21,342] [INFO] Admin button pressed
[2025-02-23 00:00:21,343] [INFO] Calling admin callback
